age,female,education,married,avg_pay_status,months_delayed,avg_bill_amt,avg_pay_amt,pay_ratio,default
24,0,2,0,0.3333333333333333,1,16888.0,931.6666666666666,0.05516411076242919,0
25,0,3,0,-0.16666666666666666,0,24234.333333333332,1059.6666666666667,0.04372403928148984,0
45,1,1,1,-1.0,0,291.0,291.0,0.9965753424657534,0
22,1,2,0,0.0,0,24864.333333333332,1401.8333333333333,0.05637701753445225,1
44,1,2,0,-1.5,1,0.0,0.0,0.0,1
33,1,3,0,0.0,0,102470.5,3654.3333333333335,0.03566194828155471,0
26,1,1,0,-0.16666666666666666,0,49150.5,26892.5,0.5471348788948456,0
30,0,3,0,0.0,0,23927.666666666668,890.8333333333334,0.03722870754743265,1
44,1,2,1,0.3333333333333333,1,116825.33333333333,3792.1666666666665,0.03245986207447522,0
49,1,3,0,0.0,0,29583.166666666668,1008.6666666666666,0.03409481423058505,0
33,0,2,0,0.0,0,111168.83333333333,16957.833333333332,0.15253988267200783,0
45,1,1,1,-0.3333333333333333,1,585.0,390.0,0.6655290102389079,1
32,1,2,0,-0.16666666666666666,0,5270.5,1369.3333333333333,0.2597616111796136,0
35,1,1,1,-0.5,0,37755.666666666664,9450.833333333334,0.25030899620376096,0
44,0,3,0,1.0,3,10218.166666666666,1025.1666666666667,0.10031802984587786,0
53,0,1,1,2.0,6,143694.5,5466.666666666667,0.038043408921411365,1
39,1,1,0,-0.8333333333333334,0,2560.0,661.3333333333334,0.2582324612781466,0
27,1,1,0,-2.0,0,592.5,1259.1666666666667,1.0,0
37,1,2,1,-1.1666666666666667,0,693.6666666666666,1836.3333333333333,1.0,0
23,1,2,0,0.0,0,32973.166666666664,1043.5,0.03164598549369456,0
35,0,2,0,0.0,0,59119.333333333336,1959.3333333333333,0.033141445977413295,0
43,0,1,1,-0.8333333333333334,0,9743.333333333334,20102.166666666668,1.0,0
27,0,1,0,0.0,0,79901.83333333333,3973.5,0.04972915019701012,0
22,1,3,1,0.0,0,13965.666666666666,630.5,0.04514319809069212,0
38,0,2,1,-0.16666666666666666,0,15536.166666666666,947.5,0.06098280467266662,1
32,0,1,0,-2.0,0,2279.8333333333335,2167.8333333333335,0.9504567044208988,0
30,1,1,0,-0.8333333333333334,0,22100.333333333332,7003.166666666667,0.31686625241312744,0
63,0,1,1,0.6666666666666666,2,460169.1666666667,21828.5,0.04743571309309129,0
22,1,3,0,0.0,0,34227.666666666664,1145.0,0.03345149290068754,1
26,1,2,0,1.6666666666666667,5,57006.333333333336,2252.8333333333335,0.039518307586158506,0
24,1,2,0,-1.5,0,5351.5,4754.833333333333,0.8883387825003892,0
36,1,2,1,-1.0,0,2977.5,2132.3333333333335,0.7159084550388899,0
52,0,1,0,-1.0,0,1831.1666666666667,2547.5,1.0,0
38,0,2,0,-0.5,0,113489.66666666667,47961.333333333336,0.422601564886393,0
35,0,2,1,-1.5,1,-103.0,0.0,0.0,0
31,1,1,1,0.3333333333333333,1,106596.66666666667,5457.833333333333,0.05120030769904281,0
47,0,3,1,0.3333333333333333,1,15523.166666666666,1166.6666666666667,0.07515164528423426,0
41,0,2,1,2.1666666666666665,6,142501.33333333334,6767.333333333333,0.04748928087727218,0
24,1,1,0,0.0,0,55864.333333333336,2977.6666666666665,0.05330079476837155,0
41,0,2,0,0.0,0,19851.666666666668,911.8333333333334,0.04593001779777696,0
24,0,1,0,1.0,3,19610.0,1052.0,0.053643363418489624,1
28,0,1,0,-1.0,0,1242.6666666666667,1276.0,1.0,0
26,0,2,0,0.3333333333333333,1,16503.666666666668,1283.3333333333333,0.0777557862422749,1
34,0,2,1,-1.0,0,11971.333333333334,9648.5,0.8058997132277195,0
38,1,2,0,-0.3333333333333333,0,34950.5,1845.5,0.05280173955338111,0
37,0,3,0,2.1666666666666665,6,48374.166666666664,1705.8333333333333,0.03526258307464918,1
40,0,1,1,-1.5,1,0.0,0.0,0.0,1
48,1,1,1,-1.5,1,0.0,0.0,0.0,0
35,1,2,1,0.3333333333333333,1,271089.6666666667,8995.5,0.03318262524714978,1
27,0,1,0,0.0,0,18683.333333333332,718.0,0.038427916436229996,0
23,0,2,0,-1.5,1,0.0,0.0,0.0,0
52,0,3,0,0.0,0,102947.5,3676.0,0.03570717397533718,0
36,0,1,1,0.0,0,111480.33333333333,2461.8333333333335,0.022082919711521213,1
51,0,2,1,0.0,0,5091.333333333333,1033.3333333333333,0.20291942135235974,1
55,0,3,1,1.1666666666666667,3,44020.833333333336,1251.8333333333333,0.028436646966845995,0
23,1,1,0,-1.1666666666666667,1,5462.666666666667,5314.333333333333,0.9726679275212006,0
41,0,1,0,-0.3333333333333333,1,1879.8333333333333,1490.6666666666667,0.7925564909171467,0
34,0,2,1,0.0,0,224985.16666666666,8884.833333333334,0.03949057608727056,0
46,0,3,1,0.0,0,228219.5,8182.666666666667,0.03585421408973632,0
22,1,2,0,0.0,0,20580.333333333332,910.0,0.044214822492873805,0
34,0,2,1,1.0,3,12951.333333333334,771.1666666666666,0.05953882183390379,0
27,0,1,0,0.0,0,23471.5,3333.3333333333335,0.1420101537259914,0
33,1,2,1,0.0,0,7209.333333333333,1174.3333333333333,0.16286810595904025,0
51,1,3,1,-1.3333333333333333,0,1155.3333333333333,1030.0,0.8907466128567311,1
24,0,1,0,0.0,0,34721.666666666664,1493.3333333333333,0.04300744950464634,0
47,0,1,0,-1.5,1,0.0,0.0,0.0,1
28,0,2,0,-1.0,0,638.0,930.0,1.0,0
23,0,2,0,1.1666666666666667,4,16581.166666666668,2250.0,0.13568793784487349,0
29,0,2,0,-2.0,0,11331.333333333334,10974.333333333334,0.9684089772626997,0
29,0,1,0,-0.8333333333333334,0,4418.333333333333,3940.1666666666665,0.891574898174687,0
28,0,1,0,0.5,1,8030.666666666667,1197.1666666666667,0.1490558207096908,0
27,1,2,0,0.0,0,17502.0,625.3333333333334,0.03572720866899008,1
34,0,1,0,0.5,2,132378.83333333334,14500.0,0.10953330001170872,0
23,1,2,1,1.3333333333333333,4,10325.0,686.8333333333334,0.0665149460907741,0
60,1,1,1,-0.8333333333333334,1,3506.3333333333335,4078.1666666666665,1.0,0
32,0,2,1,0.3333333333333333,1,68553.83333333333,2711.1666666666665,0.03954741824670762,0
25,0,1,0,0.0,0,42754.666666666664,10500.0,0.24558148237660507,0
41,0,1,0,-0.8333333333333334,1,790.6666666666666,756.0,0.9549473684210527,0
56,1,2,1,0.0,0,161936.83333333334,22200.0,0.1370896444829137,0
26,1,3,0,0.0,0,11678.666666666666,1450.0,0.12414737863523503,0
34,0,1,1,0.0,0,37163.333333333336,5898.166666666667,0.15870503080910908,0
37,1,1,0,0.0,0,95901.16666666667,3760.0,0.03920662202626635,0
30,1,3,0,0.0,0,169693.33333333334,6298.0,0.03711379087496538,0
45,0,3,1,4.0,6,134241.83333333334,10878.0,0.08103225870530642,1
57,0,3,1,0.8333333333333334,2,13314.0,633.3333333333334,0.04756540242833897,0
41,0,1,0,1.6666666666666667,5,27099.333333333332,1358.3333333333333,0.05012238471851515,0
27,0,2,0,0.0,2,566.0,440.0,0.7760141093474426,0
47,0,3,1,-0.8333333333333334,0,606.1666666666666,396.0,0.6522097172659896,0
34,1,1,1,0.3333333333333333,1,153157.0,6641.666666666667,0.04336480410208195,0
46,1,2,1,0.0,0,25050.666666666668,1666.6666666666667,0.06652917304237908,0
27,1,1,0,0.0,0,89889.83333333333,3516.6666666666665,0.039121527037425025,0
50,0,1,0,-2.0,0,10511.666666666666,10324.0,0.9820533959033547,0
27,0,2,1,0.5,2,51681.5,9317.666666666666,0.18028668633805767,0
35,1,2,1,0.3333333333333333,1,78825.16666666667,4108.666666666667,0.052123131701190595,0
22,1,2,0,0.0,0,28559.833333333332,1132.5,0.03965220435911651,0
37,0,2,0,0.0,0,30034.833333333332,3166.6666666666665,0.10542962572482868,0
30,1,1,0,-1.0,0,1963.3333333333333,1974.3333333333333,1.0,0
22,1,2,0,-0.16666666666666666,0,8964.5,5191.5,0.579053036640455,0
24,1,1,0,-1.5,1,-1928.1666666666667,0.0,0.0,1
29,0,1,0,-1.1666666666666667,1,12.833333333333334,12.833333333333334,0.927710843373494,0
56,0,3,1,2.0,6,68429.16666666667,2416.6666666666665,0.03531580857370409,1
30,0,1,0,-0.5,0,2604.0,1000.6666666666666,0.3841330774152271,0
30,0,2,0,0.8333333333333334,3,36747.166666666664,1083.3333333333333,0.029479928703926274,0
22,1,2,0,0.0,0,13985.666666666666,1152.1666666666667,0.08237607244995235,0
29,1,2,1,0.3333333333333333,1,53926.5,1466.6666666666667,0.027197008329083804,0
37,0,1,0,-0.16666666666666666,1,19710.166666666668,14031.833333333334,0.7118722889732554,0
35,1,3,0,-0.16666666666666666,0,21581.166666666668,4833.333333333333,0.22395032936143264,0
47,1,1,1,0.0,0,96540.5,37091.666666666664,0.38420437497518334,0
24,1,2,1,0.0,0,37073.833333333336,1806.1666666666667,0.04871678452139591,1
25,0,2,0,-0.16666666666666666,0,8484.0,892.1666666666666,0.10514633667255942,0
38,1,2,1,0.8333333333333334,3,15391.833333333334,933.3333333333334,0.06063427785657828,1
32,1,1,0,-0.6666666666666666,1,27257.666666666668,33214.666666666664,1.0,0
47,1,3,0,2.0,6,197097.0,5997.333333333333,0.030428179551965688,1
34,1,2,1,0.0,1,9623.666666666666,2899.5,0.3012571863960657,0
31,1,2,0,3.1666666666666665,6,20965.333333333332,293.3333333333333,0.013990683476684845,0
32,0,1,0,0.0,0,58956.666666666664,6736.5,0.1142599492291079,0
27,1,1,0,0.6666666666666666,2,21669.666666666668,1125.3333333333333,0.051928874669291816,1
29,1,1,0,-1.0,0,7642.333333333333,3813.5,0.498931530745748,0
24,1,1,0,-0.3333333333333333,1,11373.166666666666,6344.5,0.5577991061616235,0
36,0,2,1,-0.3333333333333333,0,14145.0,4418.5,0.3123497808567793,0
24,1,1,0,1.8333333333333333,6,38126.5,1355.3333333333333,0.03554739579918256,1
34,1,2,1,-2.0,0,269.3333333333333,269.3333333333333,0.9963008631319359,0
22,1,1,0,-0.16666666666666666,0,17251.833333333332,4127.666666666667,0.23924572775486155,0
34,1,1,1,-1.5,0,1076.1666666666667,3643.5,1.0,0
22,1,3,0,0.8333333333333334,3,19642.333333333332,483.8333333333333,0.024630918038350585,1
38,1,1,1,-2.0,0,125.0,0.0,0.0,0
31,0,1,0,0.6666666666666666,2,21812.0,6383.333333333333,0.29263894619416553,0
26,1,1,0,-0.8333333333333334,0,10706.0,8306.5,0.7758008779303259,0
26,0,2,0,0.0,0,114815.66666666667,4858.666666666667,0.04231673682682537,0
48,1,2,1,0.0,0,200463.16666666666,6250.0,0.03117764188944824,0
43,0,3,1,-0.3333333333333333,0,16490.166666666668,5256.333333333333,0.318736293167049,0
47,0,1,1,-1.0,0,505.5,837.1666666666666,1.0,0
41,1,2,1,-1.0,0,1609.5,1164.6666666666667,0.7231708579116217,1
24,1,2,0,0.0,0,65234.5,2306.3333333333335,0.03535396116122868,1
50,1,1,1,-1.3333333333333333,0,3243.6666666666665,1811.3333333333333,0.5582494349702075,0
24,0,1,0,-0.5,0,69996.5,17330.833333333332,0.24759217591104443,0
38,1,1,1,-0.6666666666666666,1,397.3333333333333,1979.5,1.0,1
43,1,3,1,0.0,0,35990.833333333336,1400.6666666666667,0.038916235627526614,0
39,0,2,0,0.3333333333333333,1,17267.166666666668,1415.5,0.08197164339005299,0
27,0,2,0,1.3333333333333333,4,333803.0,9281.666666666666,0.027805738297523894,0
42,0,3,1,-0.5,1,585.0,415.0,0.7081911262798635,0
36,1,2,1,-1.5,1,-946.0,0.0,0.0,1
36,0,2,0,0.3333333333333333,1,78468.16666666667,3250.0,0.041417541921986344,0
31,1,3,0,0.0,0,75641.16666666667,4492.333333333333,0.05938927361943183,0
38,1,1,0,-1.3333333333333333,0,1015.3333333333334,778.0,0.7654968842243358,0
40,1,1,1,1.0,3,114260.83333333333,5350.0,0.04682228390640795,1
45,1,3,0,0.0,0,334236.3333333333,12203.833333333334,0.03651247815923216,0
35,1,2,0,0.0,0,238552.5,12430.333333333334,0.052107109446448426,0
33,1,2,0,0.0,0,72878.0,6977.666666666667,0.09574317247309468,0
37,1,3,0,1.0,3,40661.333333333336,5719.5,0.14065843081639845,1
28,1,1,0,0.0,0,128683.66666666667,8091.5,0.06287850922409818,0
44,0,3,1,-1.1666666666666667,0,1397.3333333333333,853.1666666666666,0.6101311084624553,0
37,0,2,1,0.0,0,18076.833333333332,1260.6666666666667,0.06973549558852002,0
23,0,2,0,0.3333333333333333,1,33750.166666666664,1512.3333333333333,0.04480832761336645,1
24,1,3,0,0.5,2,10652.0,855.5,0.08030601708438938,0
24,1,1,0,0.0,0,22155.0,1122.0,0.05064090991153638,0
23,0,2,0,0.8333333333333334,3,15776.0,2200.0,0.13944349369335107,1
26,0,2,1,-0.6666666666666666,0,32924.666666666664,8656.333333333334,0.2629053322129646,0
34,0,2,0,1.0,3,138009.66666666666,5814.5,0.04213080148394327,1
33,1,2,1,0.0,0,29299.0,989.1666666666666,0.03375995449374289,0
35,0,1,0,-1.0,0,6975.333333333333,6048.833333333333,0.8670505040852405,0
27,1,2,0,0.0,0,66630.0,2104.1666666666665,0.031579394976312326,0
31,1,1,0,-1.6666666666666667,0,3021.6666666666665,3331.5,1.0,0
50,1,3,1,0.0,0,218871.16666666666,8499.5,0.03883316974215543,1
41,1,2,0,0.0,0,19309.0,2266.1666666666665,0.117357155187295,1
28,1,1,0,0.0,3,7406.0,380.8333333333333,0.051415327843031364,0
39,0,1,0,0.0,0,40207.333333333336,2133.3333333333335,0.05305699481865285,0
27,1,2,0,0.0,0,28205.666666666668,1325.0,0.04697471047033798,0
32,1,1,0,0.0,2,2439.0,969.6666666666666,0.39740437158469943,0
40,1,1,0,1.0,4,102.16666666666667,99.16666666666667,0.9612277867528272,0
40,1,2,0,-0.3333333333333333,0,13314.833333333334,986.3333333333334,0.07407221978847237,0
75,1,2,1,-0.8333333333333334,0,10569.5,1954.5,0.1849013764722577,0
27,1,2,0,0.0,0,32749.666666666668,1376.6666666666667,0.042034767740096894,0
25,0,1,0,0.3333333333333333,1,42667.5,2538.3333333333335,0.05948963130490487,0
46,0,3,1,0.0,0,19645.166666666668,1171.1666666666667,0.05961298641804593,0
26,1,2,0,0.8333333333333334,3,40143.666666666664,1677.0,0.04177391766444692,0
28,0,2,0,0.0,0,22526.666666666668,1342.6666666666667,0.05960078718020804,0
26,1,2,0,0.0,0,105239.83333333333,4173.5,0.03965666051675126,1
28,1,1,0,-0.16666666666666666,0,56231.833333333336,22051.833333333332,0.3921522716562387,0
29,1,2,0,-0.8333333333333334,0,5671.666666666667,2470.8333333333335,0.43556822188271244,0
25,0,2,1,0.0,0,28925.333333333332,1140.3333333333333,0.039421979972113066,0
48,1,2,1,-0.8333333333333334,0,4515.833333333333,4583.5,1.0,0
33,1,2,1,-0.8333333333333334,0,13701.166666666666,11443.5,0.8351598895551798,0
43,1,3,1,-1.3333333333333333,0,10361.666666666666,0.0,0.0,0
48,0,1,1,0.3333333333333333,1,188240.0,7003.333333333333,0.03720408058464061,1
29,1,1,0,0.0,0,85535.16666666667,26745.0,0.3126747555127753,0
29,0,2,0,0.0,0,33700.166666666664,2752.0,0.08165889410356714,0
38,1,1,1,-0.5,1,10546.166666666666,7357.0,0.697533302782738,0
37,1,1,0,-2.0,0,8955.833333333334,8658.666666666666,0.966710705048287,0
37,1,1,0,-1.0,0,5842.333333333333,4826.166666666667,0.8259269823160298,0
25,1,2,1,-1.1666666666666667,0,1184.0,210.66666666666666,0.17777777777777776,0
23,0,3,0,0.3333333333333333,1,8689.333333333334,655.3333333333334,0.07540945878562387,0
49,1,3,0,0.0,0,59630.166666666664,1664.3333333333333,0.027910460693093934,1
48,1,1,0,0.0,0,34662.5,1533.3333333333333,0.04423480991052067,0
27,0,2,0,1.0,3,12286.166666666666,1105.1666666666667,0.0899447933480732,1
32,0,3,0,0.0,0,30034.833333333332,1614.3333333333333,0.053746913408983715,0
34,0,1,1,0.0,1,735.6666666666666,300.0,0.4072398190045249,0
58,1,1,0,-1.5,1,0.0,0.0,0.0,1
33,1,2,0,0.0,0,13478.5,1920.3333333333333,0.14246324665850613,0
28,1,2,0,-2.0,0,0.0,0.0,0.0,1
36,1,2,0,0.0,0,44292.166666666664,4707.833333333333,0.10628802787487912,0
40,0,1,1,-0.5,1,4673.166666666667,4654.5,0.9957924763772508,1
26,1,1,0,-1.0,0,456.0,316.0,0.6914660831509847,0
33,0,3,1,0.0,0,35298.5,1167.3333333333333,0.03306940136073693,0
31,1,2,1,0.0,0,100668.5,4483.333333333333,0.044535170367721436,0
27,1,1,0,-0.5,0,1074.6666666666667,527.3333333333334,0.49023861171366595,0
44,0,2,1,-0.3333333333333333,0,81099.0,24035.666666666668,0.29637073571722156,0
30,1,3,0,0.0,0,126701.83333333333,4532.0,0.035768734453452106,0
28,1,1,0,0.0,0,53863.666666666664,3366.3333333333335,0.0624961322821392,0
32,1,3,1,0.0,0,111252.83333333333,4833.333333333333,0.043444195930327494,0
46,1,1,1,-1.0,0,35173.166666666664,20078.333333333332,0.5708261271292853,0
38,0,1,0,0.3333333333333333,1,59828.333333333336,2300.6666666666665,0.03845382421108932,0
46,1,2,1,0.0,0,138029.83333333334,4957.666666666667,0.03591709581796338,0
25,1,2,0,0.3333333333333333,1,67273.0,2201.6666666666665,0.03272685832069844,1
46,1,2,1,0.0,0,9349.5,1049.1666666666667,0.1122043384489243,0
33,0,1,0,-1.0,0,-56043.166666666664,57956.5,1.0,1
22,1,2,0,-1.5,1,0.0,0.0,0.0,1
43,0,2,1,2.1666666666666665,6,2162.0,333.3333333333333,0.15410695022345508,0
27,0,2,0,0.3333333333333333,1,9474.666666666666,911.6666666666666,0.09621134836599009,1
29,0,1,0,-1.5,1,0.0,250.0,1.0,0
31,0,1,0,0.0,0,163159.66666666666,6070.833333333333,0.0372077012024957,0
29,1,2,1,-1.0,0,1294.1666666666667,1452.5,1.0,0
36,1,2,1,0.0,0,143074.66666666666,5451.5,0.0381022163097848,0
36,1,1,1,0.0,0,45606.666666666664,1953.0,0.04282174780555901,0
34,0,1,0,-0.6666666666666666,1,7566.666666666667,5466.5,0.7223494692331409,1
37,0,2,0,0.0,0,77141.83333333333,2550.5,0.03306204724137261,0
36,1,1,0,-2.0,0,0.0,27000.0,1.0,0
40,1,3,1,0.0,0,25716.833333333332,1267.6666666666667,0.04929134776776167,0
25,1,1,0,0.3333333333333333,1,16407.833333333332,1916.6666666666667,0.11680700435740914,1
27,1,1,0,-0.5,0,3039.3333333333335,2154.5,0.7086394035741694,0
26,1,2,0,-2.0,0,2143.3333333333335,2020.6666666666667,0.9423286180631121,0
36,1,2,1,-1.0,0,7921.5,6175.333333333333,0.7794677605974545,0
27,1,2,1,-1.1666666666666667,1,869.1666666666666,869.1666666666666,0.9988507948668838,0
55,0,3,1,2.6666666666666665,6,12143.833333333334,1483.3333333333333,0.12213698554941058,1
27,1,1,0,-1.0,0,10985.333333333334,7851.833333333333,0.714690979702054,0
38,1,2,1,-0.6666666666666666,0,3525.5,3192.1666666666665,0.9051940072782267,0
34,1,2,1,0.0,0,137944.33333333334,5333.333333333333,0.03866265863772122,0
40,0,1,0,0.3333333333333333,1,13174.5,1766.6666666666667,0.13408725791557563,0
49,1,3,1,0.8333333333333334,3,55507.833333333336,2714.3333333333335,0.04889912416342144,1
27,0,1,0,0.0,0,32417.166666666668,811.8333333333334,0.025042543018574975,0
23,0,2,0,0.0,0,28588.666666666668,1335.5,0.04671268173815714,1
36,1,2,0,0.0,0,50636.166666666664,2250.0,0.04443376571227327,0
53,1,3,1,-1.0,1,337.5,414.0,1.0,0
46,1,3,1,1.1666666666666667,3,35586.0,1228.6666666666667,0.03452571631962983,0
29,0,2,0,-1.5,1,-2.0,0.0,0.0,0
29,0,2,0,0.8333333333333334,3,51891.0,1725.6666666666667,0.03325496544104422,1
27,1,1,0,0.0,0,153856.16666666666,15024.5,0.0976522597257413,0
24,0,2,0,-0.16666666666666666,0,5275.0,1836.5,0.34808567096285065,0
28,1,2,1,-0.6666666666666666,0,9221.166666666666,1958.3333333333333,0.2123506768113061,1
32,1,2,0,0.0,0,95901.5,9500.0,0.09905894006934125,0
43,0,2,0,-0.3333333333333333,1,26783.166666666668,8668.833333333334,0.32365514451946115,0
41,1,2,1,0.5,3,562.5,320.8333333333333,0.5693581780538302,1
34,1,2,1,1.6666666666666667,5,28347.0,1685.1666666666667,0.05944569869714501,1
55,0,2,1,-1.6666666666666667,0,22927.666666666668,27397.666666666668,1.0,0
40,0,1,1,2.0,6,104009.16666666667,4283.333333333333,0.041181871643957875,0
37,1,2,1,-0.16666666666666666,2,7898.333333333333,8566.666666666666,1.0,1
40,1,2,0,0.3333333333333333,1,11085.666666666666,1200.0,0.10823812387251955,1
28,1,1,0,0.5,2,16044.333333333334,5116.0,0.3188466012963271,0
43,1,2,1,-1.1666666666666667,1,13331.333333333334,13331.333333333334,0.999924994374578,0
27,0,1,0,0.0,0,19457.833333333332,917.1666666666666,0.0471336924961243,0
28,1,1,0,0.0,0,152145.83333333334,6139.333333333333,0.04035137109875219,0
30,1,1,0,0.0,0,158850.0,7333.333333333333,0.04616485469611984,0
31,1,2,0,-2.0,0,65.0,0.0,0.0,0
31,1,2,1,0.0,0,39013.333333333336,1767.8333333333333,0.04531240655143835,1
34,1,1,0,-0.8333333333333334,0,2831.0,3367.3333333333335,1.0,0
30,1,2,0,-2.0,0,61.333333333333336,359.8333333333333,1.0,0
36,0,2,0,-0.16666666666666666,0,3141.1666666666665,565.0,0.1798122314750968,0
29,1,1,0,0.0,2,12778.166666666666,5175.833333333333,0.4050211933485491,0
